CODREG,REG,CODDEP,CODARR,CODCAN,CODCOM,COM,PMUN,PCAP,PTOT
11,Île-de-France,92,1,01,2,Antony,62760,775,63535
11,Île-de-France,92,2,95,4,Asnières-sur-Seine,87143,666,87809
11,Île-de-France,92,1,03,7,Bagneux,40936,134,41070
11,Île-de-France,92,2,11,9,Bois-Colombes,28841,241,29082
11,Île-de-France,92,3,96,12,Boulogne-Billancourt,121583,1242,122825
11,Île-de-France,92,1,03,14,Bourg-la-Reine,21050,360,21410
11,Île-de-France,92,1,06,19,Châtenay-Malabry,34021,357,34378
11,Île-de-France,92,1,07,20,Châtillon,36639,295,36934
11,Île-de-France,92,3,17,22,Chaville,20771,310,21081
11,Île-de-France,92,1,08,23,Clamart,52925,499,53424
11,Île-de-France,92,2,09,24,Clichy,63089,257,63346
11,Île-de-France,92,2,97,25,Colombes,86534,586,87120
11,Île-de-France,92,2,98,26,Courbevoie,81558,655,82213
11,Île-de-France,92,1,07,32,Fontenay-aux-Roses,25531,231,25762
11,Île-de-France,92,2,23,33,Garches,17795,438,18233
11,Île-de-France,92,2,11,35,La Garenne-Colombes,29642,247,29889
11,Île-de-France,92,2,14,36,Gennevilliers,48530,216,48746
11,Île-de-France,92,3,15,40,Issy-les-Moulineaux,67981,704,68685
11,Île-de-France,92,2,16,44,Levallois-Perret,66082,571,66653
11,Île-de-France,92,1,18,46,Malakoff,30950,201,31151
11,Île-de-France,92,3,17,48,Meudon,45818,684,46502
11,Île-de-France,92,1,18,49,Montrouge,48352,235,48587
11,Île-de-France,92,2,99,50,Nanterre,96277,640,96917
11,Île-de-France,92,2,21,51,Neuilly-sur-Seine,59599,985,60584
11,Île-de-France,92,1,06,60,Le Plessis-Robinson,30061,154,30215
11,Île-de-France,92,2,13,62,Puteaux,45157,289,45446
11,Île-de-France,92,2,22,63,Rueil-Malmaison,78317,1471,79788
11,Île-de-France,92,2,23,64,Saint-Cloud,30012,598,30610
11,Île-de-France,92,1,06,71,Sceaux,20004,370,20374
11,Île-de-France,92,3,05,72,Sèvres,23463,389,23852
11,Île-de-France,92,2,20,73,Suresnes,49311,505,49816
11,Île-de-France,92,3,08,75,Vanves,27846,285,28131
11,Île-de-France,92,3,23,77,Ville-d'Avray,11225,302,11527
11,Île-de-France,92,2,14,78,Villeneuve-la-Garenne,24097,86,24183
11,Île-de-France,93,3,01,1,Aubervilliers,88948,191,89139
11,Île-de-France,93,2,02,5,Aulnay-sous-Bois,86969,410,87379
11,Île-de-France,93,1,03,6,Bagnolet,36060,106,36166
11,Île-de-France,93,2,04,7,Le Blanc-Mesnil,57498,166,57664
11,Île-de-France,93,1,95,8,Bobigny,54363,165,54528
11,Île-de-France,93,1,06,10,Bondy,54587,159,54746
11,Île-de-France,93,2,07,13,Le Bourget,15905,43,15948
11,Île-de-France,93,2,11,14,Clichy-sous-Bois,28782,92,28874
11,Île-de-France,93,3,07,27,La Courneuve,45053,128,45181
11,Île-de-France,93,2,96,29,Drancy,72376,282,72658
11,Île-de-France,93,2,07,30,Dugny,11073,40,11113
11,Île-de-France,93,3,97,31,Épinay-sur-Seine,54611,157,54768
11,Île-de-France,93,2,10,32,Gagny,39661,199,39860
11,Île-de-France,93,1,03,45,Les Lilas,23447,128,23575
11,Île-de-France,93,2,11,46,Livry-Gargan,45692,216,45908
11,Île-de-France,93,2,20,47,Montfermeil,27928,130,28058
11,Île-de-France,93,1,98,48,Montreuil,111240,570,111810
11,Île-de-France,93,2,21,49,Neuilly-Plaisance,20878,129,21007
11,Île-de-France,93,2,10,50,Neuilly-sur-Marne,35907,121,36028
11,Île-de-France,93,2,14,51,Noisy-le-Grand,67871,385,68256
11,Île-de-France,93,1,05,53,Noisy-le-Sec,44463,128,44591
11,Île-de-France,93,1,15,55,Pantin,59846,181,60027
11,Île-de-France,93,2,06,57,Les Pavillons-sous-Bois,23898,97,23995
11,Île-de-France,93,3,09,59,Pierrefitte-sur-Seine,30861,47,30908
11,Île-de-France,93,1,15,61,Le Pré-Saint-Gervais,17351,72,17423
11,Île-de-France,93,2,21,62,Le Raincy,14569,198,14767
11,Île-de-France,93,1,03,63,Romainville,30087,84,30171
11,Île-de-France,93,2,12,64,Rosny-sous-Bois,46024,174,46198
11,Île-de-France,93,3,99,66,Saint-Denis,112852,914,113766
11,Île-de-France,93,3,18,70,Saint-Ouen-sur-Seine,50697,129,50826
11,Île-de-France,93,2,19,71,Sevran,51734,173,51907
11,Île-de-France,93,3,17,72,Stains,38285,76,38361
11,Île-de-France,93,2,20,73,Tremblay-en-France,36461,163,36624
11,Île-de-France,93,2,21,77,Villemomble,30405,185,30590
11,Île-de-France,93,2,19,78,Villepinte,37713,83,37796
11,Île-de-France,93,3,09,79,Villetaneuse,13574,82,13656
11,Île-de-France,94,1,01,2,Alfortville,44805,161,44966
11,Île-de-France,94,3,02,3,Arcueil,21788,122,21910
11,Île-de-France,94,1,16,4,Boissy-Saint-Léger,16977,55,17032
11,Île-de-France,94,1,18,11,Bonneuil-sur-Marne,18062,72,18134
11,Île-de-France,94,2,22,15,Bry-sur-Marne,17525,198,17723
11,Île-de-France,94,3,02,16,Cachan,30440,274,30714
11,Île-de-France,94,2,93,17,Champigny-sur-Marne,76990,344,77334
11,Île-de-France,94,2,05,18,Charenton-le-Pont,29882,204,30086
11,Île-de-France,94,1,04,19,Chennevières-sur-Marne,18039,114,18153
11,Île-de-France,94,3,19,21,Chevilly-Larue,19988,69,20057
11,Île-de-France,94,3,06,22,Choisy-le-Roi,46150,209,46359
11,Île-de-France,94,1,94,28,Créteil,93246,476,93722
11,Île-de-France,94,2,09,33,Fontenay-sous-Bois,52008,419,52427
11,Île-de-France,94,3,10,34,Fresnes,28710,112,28822
11,Île-de-France,94,3,12,37,Gentilly,18815,106,18921
11,Île-de-France,94,3,10,38,L'Haÿ-les-Roses,32071,173,32244
11,Île-de-France,94,3,11,41,Ivry-sur-Seine,63748,250,63998
11,Île-de-France,94,2,05,42,Joinville-le-Pont,19652,155,19807
11,Île-de-France,94,3,12,43,Le Kremlin-Bicêtre,24971,114,25085
11,Île-de-France,94,1,21,44,Limeil-Brévannes,27833,112,27945
11,Île-de-France,94,2,13,46,Maisons-Alfort,56483,291,56774
11,Île-de-France,94,2,95,52,Nogent-sur-Marne,34042,236,34278
11,Île-de-France,94,3,15,54,Orly,24627,178,24805
11,Île-de-France,94,1,18,55,Ormesson-sur-Marne,10419,91,10510
11,Île-de-France,94,2,14,58,Le Perreux-sur-Marne,33588,303,33891
11,Île-de-France,94,1,22,59,Le Plessis-Trévise,19829,78,19907
11,Île-de-France,94,1,16,60,La Queue-en-Brie,12051,133,12184
11,Île-de-France,94,2,23,67,Saint-Mandé,22377,199,22576
11,Île-de-France,94,2,96,68,Saint-Maur-des-Fossés,74976,912,75888
11,Île-de-France,94,2,05,69,Saint-Maurice,14189,118,14307
11,Île-de-France,94,1,18,71,Sucy-en-Brie,27157,258,27415
11,Île-de-France,94,3,19,73,Thiais,30676,234,30910
11,Île-de-France,94,3,21,74,Valenton,14883,51,14934
11,Île-de-France,94,1,16,75,Villecresnes,11779,65,11844
11,Île-de-France,94,3,20,76,Villejuif,55208,243,55451
11,Île-de-France,94,3,15,77,Villeneuve-le-Roi,21679,96,21775
11,Île-de-France,94,3,97,78,Villeneuve-Saint-Georges,34890,102,34992
11,Île-de-France,94,2,22,79,Villiers-sur-Marne,28895,119,29014
11,Île-de-France,94,2,98,80,Vincennes,49788,442,50230
11,Île-de-France,94,3,99,81,Vitry-sur-Seine,95510,459,95969
11,Île-de-France,95,1,98,18,Argenteuil,111038,557,111595
11,Île-de-France,95,2,11,19,Arnouville,14255,80,14335
11,Île-de-France,95,1,03,63,Bezons,31671,124,31795
11,Île-de-France,95,3,99,127,Cergy,65911,518,66429
11,Île-de-France,95,1,10,176,Cormeilles-en-Parisis,25406,214,25620
11,Île-de-France,95,2,06,197,Deuil-la-Barre,22149,187,22336
11,Île-de-France,95,2,07,199,Domont,15504,194,15698
11,Île-de-France,95,1,08,203,Eaubonne,25335,318,25653
11,Île-de-France,95,2,15,210,Enghien-les-Bains,11470,158,11628
11,Île-de-France,95,3,05,218,Éragny,18296,120,18416
11,Île-de-France,95,1,08,219,Ermont,28939,244,29183
11,Île-de-France,95,1,10,252,Franconville,37394,170,37564
11,Île-de-France,95,2,11,268,Garges-lès-Gonesse,43239,94,43333
11,Île-de-France,95,2,21,277,Gonesse,26106,122,26228
11,Île-de-France,95,2,12,280,Goussainville,31068,143,31211
11,Île-de-France,95,1,13,306,Herblay-sur-Seine,31314,231,31545
11,Île-de-France,95,3,14,313,L'Isle-Adam,12063,216,12279
11,Île-de-France,95,3,05,323,Jouy-le-Moutier,16741,132,16873
11,Île-de-France,95,2,12,351,Louvres,11037,83,11120
11,Île-de-France,95,1,13,424,Montigny-lès-Cormeilles,21528,110,21638
11,Île-de-France,95,2,06,427,Montmagny,14523,65,14588
11,Île-de-France,95,2,15,428,Montmorency,21723,252,21975
11,Île-de-France,95,3,04,476,Osny,17446,239,17685
11,Île-de-France,95,3,14,487,Persan,13734,54,13788
11,Île-de-France,95,3,16,500,Pontoise,32405,486,32891
11,Île-de-France,95,2,06,539,Saint-Brice-sous-Forêt,15043,78,15121
11,Île-de-France,95,2,01,555,Saint-Gratien,20895,166,21061
11,Île-de-France,95,1,07,563,Saint-Leu-la-Forêt,16130,174,16304
11,Île-de-France,95,3,17,572,Saint-Ouen-l'Aumône,24674,115,24789
11,Île-de-France,95,1,01,582,Sannois,26565,336,26901
11,Île-de-France,95,2,18,585,Sarcelles,59196,252,59448
11,Île-de-France,95,2,15,598,Soisy-sous-Montmorency,18033,161,18194
11,Île-de-France,95,1,19,607,Taverny,26872,190,27062
11,Île-de-France,95,3,20,637,Vauréal,16456,219,16675
11,Île-de-France,95,2,21,680,Villiers-le-Bel,28423,117,28540
1,Guadeloupe,971,2,93,101,Les Abymes,53514,513,54027
1,Guadeloupe,971,1,94,103,Baie-Mahault,30837,498,31335
1,Guadeloupe,971,1,06,105,Basse-Terre,9861,244,10105
1,Guadeloupe,971,1,07,107,Capesterre-Belle-Eau,17741,173,17914
1,Guadeloupe,971,2,96,113,Le Gosier,26489,344,26833
1,Guadeloupe,971,1,09,115,Lamentin,16354,297,16651
1,Guadeloupe,971,2,12,116,Morne-à-l'Eau,16495,197,16692
1,Guadeloupe,971,2,11,117,Le Moule,22149,274,22423
1,Guadeloupe,971,1,97,118,Petit-Bourg,24753,421,25174
1,Guadeloupe,971,2,15,120,Pointe-à-Pitre,15181,108,15289
1,Guadeloupe,971,1,06,124,Saint-Claude,10466,265,10731
1,Guadeloupe,971,2,16,125,Saint-François,11689,160,11849
1,Guadeloupe,971,2,98,128,Sainte-Anne,24151,269,24420
1,Guadeloupe,971,1,99,129,Sainte-Rose,17985,294,18279
2,Martinique,972,3,  ,207,Ducos,17655,287,17942
2,Martinique,972,1,  ,209,Fort-de-France,76512,898,77410
2,Martinique,972,3,  ,210,Le François,15980,210,16190
2,Martinique,972,1,  ,213,Le Lamentin,40095,590,40685
2,Martinique,972,3,  ,220,Rivière-Pilote,11877,143,12020
2,Martinique,972,3,  ,221,Rivière-Salée,11874,237,12111
2,Martinique,972,2,  ,222,Le Robert,21913,183,22096
2,Martinique,972,1,  ,224,Saint-Joseph,15883,249,16132
2,Martinique,972,2,  ,228,Sainte-Marie,15487,165,15652
2,Martinique,972,1,  ,229,Schœlcher,19612,218,19830
2,Martinique,972,2,  ,230,La Trinité,12025,152,12177
3,Guyane,973,1,  ,302,Cayenne,65493,385,65878
3,Guyane,973,1,  ,304,Kourou,24903,245,25148
3,Guyane,973,1,  ,305,Macouria,16219,186,16405
3,Guyane,973,2,  ,306,Mana,11675,170,11845
3,Guyane,973,1,  ,307,Matoury,33458,238,33696
3,Guyane,973,1,  ,309,Remire-Montjoly,26358,381,26739
3,Guyane,973,2,  ,311,Saint-Laurent-du-Maroni,47621,342,47963
3,Guyane,973,2,  ,353,Maripasoula,11842,125,11967
4,La Réunion,974,2,01,401,Les Avirons,11440,210,11650
4,La Réunion,974,3,06,402,Bras-Panon,13057,203,13260
4,La Réunion,974,2,01,404,L'Étang-Salé,14059,199,14258
4,La Réunion,974,2,22,405,Petite-Île,12395,123,12518
4,La Réunion,974,4,02,407,Le Port,32977,258,33235
4,La Réunion,974,4,03,408,La Possession,32985,420,33405
4,La Réunion,974,3,91,409,Saint-André,56902,464,57366
4,La Réunion,974,3,92,410,Saint-Benoît,37036,249,37285
4,La Réunion,974,1,93,411,Saint-Denis,153810,1492,155302
4,La Réunion,974,2,94,412,Saint-Joseph,37918,507,38425
4,La Réunion,974,4,95,413,Saint-Leu,34586,476,35062
4,La Réunion,974,2,96,414,Saint-Louis,53120,573,53693
4,La Réunion,974,4,97,415,Saint-Paul,103208,1348,104556
4,La Réunion,974,2,98,416,Saint-Pierre,84982,896,85878
4,La Réunion,974,1,23,418,Sainte-Marie,34061,450,34511
4,La Réunion,974,1,04,420,Sainte-Suzanne,24065,227,24292
4,La Réunion,974,2,99,422,Le Tampon,79824,1009,80833
